FishID,CommonName,Date,Region,Location,Latitude,Longitude,mmLength,d13C,d15N,CtoN
ARCI005,Arctic Cisco,2018-08-11,eastern,Kaktovik Lagoon,70.0907,-143.6593,323,-22.37,14.45, 3.88
ARCI014,Arctic Cisco,2018-08-12,eastern,Kaktovik Lagoon,70.0907,-143.6593,128,-25.68, 8.55, 4.16
ARCI021,Arctic Cisco,2017-08-06,eastern,Kaktovik Lagoon,70.0907,-143.6593,48,-25.75, 9.78, 4.61
ARCI038,Arctic Cisco,2017-08-05,eastern,Kaktovik Lagoon,70.0907,-143.6593,57,-25.61, 9.69, 5.90
ARCI040,Arctic Cisco,2017-08-09,eastern,Kaktovik Lagoon,70.0907,-143.6593,79,-24.88,10.04, 4.01
ARCI042,Arctic Cisco,2017-08-09,eastern,Kaktovik Lagoon,70.0907,-143.6593,67,-25.17, 9.00, 3.96
ARCI045,Arctic Cisco,2017-08-07,eastern,Kaktovik Lagoon,70.0907,-143.6593,63,-25.91, 9.33, 4.04
ARCI054,Arctic Cisco,2017-08-09,eastern,Kaktovik Lagoon,70.0907,-143.6593,84,-25.81,10.94, 4.30
ARCI072,Arctic Cisco,2017-08-05,eastern,Jago Lagoon,70.0870,-143.4750,63,-26.83, 9.80, 4.68
ARCI073,Arctic Cisco,2017-08-05,eastern,Jago Lagoon,70.0870,-143.4750,70,-26.26, 9.94, 4.70
ARCI086,Arctic Cisco,2018-07-23,central,Stefansson Sound,70.2929,-147.7982,231,-22.64,13.19, 4.04
ARCI087,Arctic Cisco,2018-07-23,central,Stefansson Sound,70.2929,-147.7982,193,-23.62,12.86, 3.86
ARCI092,Arctic Cisco,2017-08-06,eastern,Jago Lagoon,70.0870,-143.4750,72,-26.46,10.68, 4.31
ARCI094,Arctic Cisco,2017-08-06,eastern,Jago Lagoon,70.0870,-143.4750,63,-26.02, 8.94, 4.10
ARCI108,Arctic Cisco,2017-08-10,eastern,Jago Lagoon,70.0870,-143.4750,150,-26.97, 9.15, 3.83
ARCI109,Arctic Cisco,2017-08-10,eastern,Jago Lagoon,70.0870,-143.4750,151,-22.67,10.74, 4.21
ARCI111,Arctic Cisco,2018-07-23,central,Stefansson Sound,70.2767,-147.7777,111,-23.03,11.00, 3.77
ARCI116,Arctic Cisco,2018-07-23,central,Stefansson Sound,70.2767,-147.7777,84,-23.64,10.59, 3.79
ARCI139,Arctic Cisco,2018-07-21,central,Stefansson Sound,70.2929,-147.7982,152,-22.93,12.74, 3.75
ARCI141,Arctic Cisco,2018-07-21,central,Stefansson Sound,70.2929,-147.7982,134,-23.66,11.96, 3.83
ARCI142,Arctic Cisco,2018-07-21,central,Stefansson Sound,70.2929,-147.7982,139,-22.97,11.94, 3.84
ARCI143,Arctic Cisco,2018-07-21,central,Stefansson Sound,70.2929,-147.7982,263,-22.38,13.70, 3.81
ARCI144,Arctic Cisco,2018-07-23,central,Stefansson Sound,70.2929,-147.7982,282,-22.43,13.77, 3.91
ARCI146,Arctic Cisco,2018-07-26,central,Simpson Lagoon,70.5156,-149.4676,138,-24.37,12.71, 3.85
ARCI150,Arctic Cisco,2018-07-26,central,Simpson Lagoon,70.5156,-149.4676,118,-24.37,10.98, 3.83
ARCI162,Arctic Cisco,2018-07-26,central,Simpson Lagoon,70.5024,-149.3266,158,-24.69,12.09, 3.88
ARCI164,Arctic Cisco,2018-07-26,central,Simpson Lagoon,70.5024,-149.3266,139,-23.69,12.05, 3.73
ARCI171,Arctic Cisco,2018-07-26,central,Simpson Lagoon,70.5024,-149.3266,191,-23.62,13.35, 3.85
ARCI173,Arctic Cisco,2018-07-26,central,Simpson Lagoon,70.5024,-149.3266,89,-23.50, 9.24, 3.87
ARCI187,Arctic Cisco,2018-07-26,central,Simpson Lagoon,70.5156,-149.4676,163,-23.79,10.84, 3.88
ARCI188,Arctic Cisco,2018-07-26,central,Simpson Lagoon,70.5156,-149.4676,162,-24.03,12.32, 3.90
ARCI192,Arctic Cisco,2018-07-26,central,Simpson Lagoon,70.5156,-149.4676,143,-23.03,11.98, 3.83
ARCI197,Arctic Cisco,2018-08-14,eastern,Kaktovik Lagoon,70.1098,-143.5167,204,-29.07,12.05, 3.89
ARCI215,Arctic Cisco,2018-08-11,eastern,Jago Lagoon,70.0870,-143.4750,323,-23.26,14.90, 4.72
ARCI219,Arctic Cisco,2018-08-11,eastern,Jago Lagoon,70.0870,-143.4750,316,-22.01,13.19, 4.06
ARCI227,Arctic Cisco,2017-08-10,eastern,Jago Lagoon,70.0870,-143.4750,359,-24.09,13.63, 5.26
ARCI230,Arctic Cisco,2017-08-08,eastern,Kaktovik Lagoon,70.0907,-143.6593,362,-23.59,13.65, 6.29
ARCI236,Arctic Cisco,2017-08-07,eastern,Jago Lagoon,70.0870,-143.4750,365,-23.69,13.60, 5.06
ARCI240,Arctic Cisco,2018-07-21,central,Stefansson Sound,70.2767,-147.7777,130,-22.84,11.95, 3.91
ARCI255,Arctic Cisco,2019-08-13,eastern,Jago Lagoon,70.0870,-143.4750,348,-21.60,13.53, 3.99
ARCI257,Arctic Cisco,2019-08-13,eastern,Jago Lagoon,70.0918,-143.3705,405,-22.27,13.65, 4.06
ARCI259,Arctic Cisco,2019-08-13,eastern,Jago Lagoon,70.0870,-143.4750,354,-22.93,13.47, 4.96
ARCI262,Arctic Cisco,2019-08-13,eastern,Jago Lagoon,70.0918,-143.3705,375,-25.02,13.38, 9.61
ARCI263,Arctic Cisco,2019-07-30,central,Stefansson Sound,70.2929,-147.7982,142,-22.78,10.93, 4.15
ARCI265,Arctic Cisco,2019-07-30,central,Stefansson Sound,70.2929,-147.7982,310,-22.21,13.63, 4.85
ARCI269,Arctic Cisco,2019-07-30,central,Stefansson Sound,70.2767,-147.7777,133,-24.19, 9.20, 3.95
ARCI277,Arctic Cisco,2019-07-31,central,Stefansson Sound,70.2929,-147.7982,173,-22.24,11.46, 3.80
ARCI284,Arctic Cisco,2019-07-22,central,Simpson Lagoon,70.4986,-149.5987,161,-23.28,12.48, 3.96
ARCI285,Arctic Cisco,2019-07-22,central,Simpson Lagoon,70.4986,-149.5987,157,-22.99,12.33, 3.86
ARCI294,Arctic Cisco,2019-07-28,central,Simpson Lagoon,70.5156,-149.4676,169,-22.23,12.86, 3.93
ARCI297,Arctic Cisco,2019-07-28,central,Simpson Lagoon,70.5156,-149.4676,181,-23.39,12.47, 3.79
ARCI298,Arctic Cisco,2019-07-22,central,Simpson Lagoon,70.5156,-149.4676,165,-22.85,12.50, 3.86
ARCI301,Arctic Cisco,2019-08-13,eastern,Kaktovik Lagoon,70.0907,-143.6593,76,-23.11,10.98, 3.93
ARCI304,Arctic Cisco,2019-08-13,eastern,Kaktovik Lagoon,70.0907,-143.6593,72,-23.98,10.55, 4.18
ARCI305,Arctic Cisco,2019-08-13,eastern,Kaktovik Lagoon,70.0907,-143.6593,187,-22.09,11.94, 3.97
ARCI309,Arctic Cisco,2019-08-13,eastern,Jago Lagoon,70.0918,-143.3705,184,-22.79,10.69, 4.36
ARCI311,Arctic Cisco,2019-07-31,central,Stefansson Sound,70.2929,-147.7982,190,-23.82,12.86, 5.30
ARCI316,Arctic Cisco,2019-08-13,eastern,Kaktovik Lagoon,70.1098,-143.5167,184,-21.96,12.10, 3.93
ARCI317,Arctic Cisco,2019-08-13,eastern,Kaktovik Lagoon,70.1098,-143.5167,348,-22.57,13.65, 4.58
ARCO001,Arctic Cod,2018-07-23,central,Stefansson Sound,70.2767,-147.7777,138,-22.15,15.97, 3.98
ARCO002,Arctic Cod,2018-07-23,central,Stefansson Sound,70.2767,-147.7777,146,-21.15,16.56, 3.95
ARCO003,Arctic Cod,2018-07-21,central,Stefansson Sound,70.3493,-147.8627,81,-21.76,14.96, 4.06
ARCO004,Arctic Cod,2018-07-21,central,Stefansson Sound,70.3493,-147.8627,69,-22.76,14.06, 4.07
ARCO005,Arctic Cod,2018-07-21,central,Stefansson Sound,70.3493,-147.8627,76,-22.54,15.17, 4.11
ARCO006,Arctic Cod,2018-07-21,central,Stefansson Sound,70.3493,-147.8627,73,-22.66,14.31, 4.09
ARCO007,Arctic Cod,2018-07-21,central,Stefansson Sound,70.3493,-147.8627,65,-22.54,14.20, 4.13
ARCO008,Arctic Cod,2018-07-21,central,Stefansson Sound,70.3493,-147.8627,68,-22.38,14.55, 4.07
ARCO009,Arctic Cod,2017-08-08,eastern,Kaktovik Lagoon,70.1555,-143.5856,99,-23.15,14.41, 4.19
ARCO010,Arctic Cod,2018-07-22,central,Stefansson Sound,70.3064,-147.5935,73,-22.56,15.56, 4.11
ARCO011,Arctic Cod,2018-07-27,central,Simpson Lagoon,70.5376,-149.6031,68,-20.84,14.37, 3.95
ARCO012,Arctic Cod,2018-08-16,eastern,Jago Lagoon,70.0962,-143.4782,72,-21.97,13.60, 4.09
ARCO013,Arctic Cod,2018-07-23,central,Stefansson Sound,70.3865,-147.8348,62,-21.74,13.81, 4.08
ARCO014,Arctic Cod,2018-07-23,central,Stefansson Sound,70.3913,-147.8310,69,-21.54,14.06, 4.27
ARCO015,Arctic Cod,2018-07-23,central,Stefansson Sound,70.3913,-147.8310,71,-22.10,14.37, 4.11
ARCO016,Arctic Cod,2019-07-30,central,Stefansson Sound,70.2929,-147.7982,167,-21.79,15.87, 3.91
ARCO017,Arctic Cod,2019-07-31,central,Stefansson Sound,70.2767,-147.7777,93,-21.47,14.34, 4.47
ARCO018,Arctic Cod,2019-07-31,central,Stefansson Sound,70.2767,-147.7777,113,-21.42,14.69, 3.92
ARCO019,Arctic Cod,NA,central,Stefansson Sound,     NA,       NA,117,-22.38,14.80, 3.97
ARCO020,Arctic Cod,2019-07-28,central,Simpson Lagoon,70.4986,-149.5987,97,-21.51,15.55, 3.90
ARCO021,Arctic Cod,2019-07-31,central,Stefansson Sound,70.2767,-147.7777,103,-21.28,14.96, 3.98
ARCO022,Arctic Cod,2019-07-31,central,Stefansson Sound,70.2767,-147.7777,179,-22.35,15.61, 3.91
ARCO023,Arctic Cod,2019-07-28,central,Simpson Lagoon,70.5156,-149.4676,117,-21.98,15.05, 3.89
ARCO024,Arctic Cod,2019-07-28,central,Simpson Lagoon,70.5156,-149.4676,119,-21.17,15.54, 3.97
ARCO025,Arctic Cod,2019-07-28,central,Simpson Lagoon,70.5156,-149.4676,138,-22.37,16.28, 3.88
ARCO026,Arctic Cod,2019-07-28,central,Simpson Lagoon,70.5156,-149.4676,128,-22.36,14.55, 3.95
ARCO027,Arctic Cod,2019-07-28,central,Simpson Lagoon,70.5156,-149.4676,150,-21.72,16.94, 3.83
ARCO028,Arctic Cod,2019-07-31,central,Stefansson Sound,70.2929,-147.7982,93,-21.11,14.07, 3.94
ARCO029,Arctic Cod,2019-07-31,central,Stefansson Sound,70.2929,-147.7982,93,-21.26,14.18, 3.92
ARCO030,Arctic Cod,2019-07-31,central,Stefansson Sound,70.2929,-147.7982,96,-21.24,14.59, 3.99
ARCO031,Arctic Cod,2019-07-31,central,Stefansson Sound,70.2929,-147.7982,102,-21.10,15.26, 3.96
ARCO032,Arctic Cod,2019-07-31,central,Stefansson Sound,70.2929,-147.7982,117,-20.56,14.98, 4.00
ARCO033,Arctic Cod,2019-07-31,central,Stefansson Sound,70.2929,-147.7982,123,-21.82,14.06, 3.93
ARCO034,Arctic Cod,2019-07-31,central,Stefansson Sound,70.2929,-147.7982,122,-20.98,15.65, 3.92
ARCO035,Arctic Cod,2019-07-31,central,Stefansson Sound,70.2929,-147.7982,123,-21.76,15.09, 3.94
ARCO036,Arctic Cod,2019-07-31,central,Stefansson Sound,70.2929,-147.7982,219,-21.66,16.89, 3.82
ARCO037,Arctic Cod,2019-07-31,central,Stefansson Sound,70.2929,-147.7982,102,-20.94,14.37, 3.97
ARCO038,Arctic Cod,2019-07-31,central,Stefansson Sound,70.2929,-147.7982,106,-21.11,15.31, 3.99
ARCO039,Arctic Cod,2019-07-31,central,Stefansson Sound,70.2929,-147.7982,109,-21.16,14.46, 4.03
ARCO040,Arctic Cod,2019-07-31,central,Stefansson Sound,70.2929,-147.7982,96,-21.20,14.94, 3.90
ARCO041,Arctic Cod,2019-07-31,central,Stefansson Sound,70.2929,-147.7982,84,-20.89,14.63, 4.08
ARCO042,Arctic Cod,2019-07-31,central,Stefansson Sound,70.2929,-147.7982,91,-21.10,14.42, 4.07
ARCO043,Arctic Cod,2019-07-31,central,Stefansson Sound,70.2929,-147.7982,87,-20.90,14.87, 4.03
ARCO044,Arctic Cod,2019-07-31,central,Stefansson Sound,70.2929,-147.7982,87,-20.76,14.71, 3.94
ARFL006,Arctic Flounder,2018-08-11,eastern,Kaktovik Lagoon,70.0907,-143.6593,240,-18.62,14.06, 4.00
ARFL012,Arctic Flounder,2017-08-07,eastern,Kaktovik Lagoon,70.0907,-143.6593,198,-18.74,13.14, 3.90
ARFL015,Arctic Flounder,2018-08-11,eastern,Kaktovik Lagoon,70.0907,-143.6593,190,-19.58,12.47, 3.96
ARFL029,Arctic Flounder,2017-08-08,eastern,Kaktovik Lagoon,70.0907,-143.6593,137,-18.97,12.95, 3.90
ARFL050,Arctic Flounder,2017-08-09,eastern,Kaktovik Lagoon,70.0907,-143.6593,147,-20.81,12.10, 3.83
ARFL056,Arctic Flounder,2017-08-06,eastern,Kaktovik Lagoon,70.0907,-143.6593,98,-20.44,10.40, 4.01
ARFL060,Arctic Flounder,2018-08-12,eastern,Kaktovik Lagoon,70.0907,-143.6593,102,-19.94,12.56, 4.00
ARFL063,Arctic Flounder,2018-08-12,eastern,Kaktovik Lagoon,70.0907,-143.6593,200,-19.54,13.43, 3.79
ARFL075,Arctic Flounder,2017-08-07,eastern,Jago Lagoon,70.0870,-143.4750,129,-19.80,11.10, 3.89
ARFL081,Arctic Flounder,2017-08-05,eastern,Jago Lagoon,70.0870,-143.4750,83,-20.02,12.21, 3.93
ARFL091,Arctic Flounder,2017-08-08,eastern,Jago Lagoon,70.0870,-143.4750,191,-17.94,14.32, 3.88
ARFL093,Arctic Flounder,2017-08-05,eastern,Jago Lagoon,70.0870,-143.4750,108,-19.76,12.65, 3.85
ARFL118,Arctic Flounder,2017-08-10,eastern,Jago Lagoon,70.0870,-143.4750,101,-19.68,11.84, 3.83
ARFL137,Arctic Flounder,2018-08-12,eastern,Jago Lagoon,70.0870,-143.4750,207,-22.42,12.09, 3.79
ARFL143,Arctic Flounder,2018-08-11,eastern,Jago Lagoon,70.0918,-143.3705,226,-19.82,12.92, 3.73
ARFL145,Arctic Flounder,2018-08-12,eastern,Jago Lagoon,70.0918,-143.3705,180,-19.15,14.22, 3.79
ARFL151,Arctic Flounder,2018-08-11,eastern,Jago Lagoon,70.0918,-143.3705,175,-19.46,12.65, 3.94
ARFL153,Arctic Flounder,2018-08-11,eastern,Jago Lagoon,70.0918,-143.3705,215,-19.22,13.73, 3.84
ARFL165,Arctic Flounder,2018-07-21,central,Stefansson Sound,70.2929,-147.7982,74,-21.30,11.08, 3.98
ARFL166,Arctic Flounder,2018-07-23,central,Stefansson Sound,70.2929,-147.7982,120,-21.27,10.82, 3.85
ARFL169,Arctic Flounder,2018-07-22,central,Stefansson Sound,70.2929,-147.7982,160,-22.75,11.47,   NA
ARFL170,Arctic Flounder,2018-07-22,central,Stefansson Sound,70.2929,-147.7982,173,-21.80,10.03, 3.81
ARFL171,Arctic Flounder,2018-07-22,central,Stefansson Sound,70.2929,-147.7982,202,-20.47,11.43, 3.93
ARFL172,Arctic Flounder,2018-07-26,central,Simpson Lagoon,70.5156,-149.4676,166,-21.55,12.63, 3.86
ARFL173,Arctic Flounder,2018-07-26,central,Simpson Lagoon,70.5156,-149.4676,165,-21.35,12.95, 3.91
ARFL175,Arctic Flounder,2018-07-26,central,Simpson Lagoon,70.5156,-149.4676,180,-21.28,12.50, 3.88
ARFL182,Arctic Flounder,2018-07-22,central,Stefansson Sound,70.2929,-147.7982,195,-21.80,11.33, 3.94
ARFL184,Arctic Flounder,2018-07-26,central,Simpson Lagoon,70.5156,-149.4676,159,-21.47,12.10, 4.07
ARFL188,Arctic Flounder,2018-07-26,central,Simpson Lagoon,70.5156,-149.4676,217,-21.40,12.31, 4.00
ARFL195,Arctic Flounder,2018-07-22,central,Stefansson Sound,70.2767,-147.7777,223,-21.16,12.41, 3.96
ARFL196,Arctic Flounder,2018-07-21,central,Stefansson Sound,70.2767,-147.7777,52,-22.74,10.54, 4.10
ARFL197,Arctic Flounder,2018-07-21,central,Stefansson Sound,70.2767,-147.7777,135,-21.84,11.13, 3.93
ARFL198,Arctic Flounder,2018-07-21,central,Stefansson Sound,70.2767,-147.7777,154,-21.87,11.31, 3.90
ARFL203,Arctic Flounder,2018-07-26,central,Simpson Lagoon,70.5024,-149.3266,209,-21.23,12.63, 3.80
ARFL208,Arctic Flounder,2018-07-26,central,Simpson Lagoon,70.5024,-149.3266,240,-21.43,13.20, 3.92
ARFL217,Arctic Flounder,2018-07-26,central,Simpson Lagoon,70.5156,-149.4676,223,-21.39,12.76, 3.86
ARFL233,Arctic Flounder,2018-08-11,eastern,Kaktovik Lagoon,70.1098,-143.5167,234,-18.59,12.23, 3.99
ARFL235,Arctic Flounder,2018-08-11,eastern,Kaktovik Lagoon,70.1098,-143.5167,238,-19.81,11.49, 4.20
ARFL239,Arctic Flounder,2018-08-15,eastern,Jago Lagoon,70.1183,-143.4285,93,-20.07,12.76, 3.91
ARFL240,Arctic Flounder,2017-08-06,eastern,Kaktovik Lagoon,70.0867,-143.6305,137,-19.32,12.34, 3.79
ARFL241,Arctic Flounder,2018-08-16,eastern,Kaktovik Lagoon,70.1293,-143.5582,95,-19.82,12.89, 4.05
ARFL242,Arctic Flounder,2018-08-16,eastern,Kaktovik Lagoon,70.1293,-143.5582,119,-19.92,13.38, 3.92
ARFL243,Arctic Flounder,2018-08-15,eastern,Kaktovik Lagoon,70.1254,-143.5547,116,-19.01,13.84, 4.05
ARFL244,Arctic Flounder,2018-08-15,eastern,Kaktovik Lagoon,70.1254,-143.5547,110,-19.19,14.25, 3.94
ARFL245,Arctic Flounder,2018-08-15,eastern,Kaktovik Lagoon,70.1254,-143.5547,170,-17.30,14.67, 3.89
ARFL246,Arctic Flounder,2018-07-27,central,Simpson Lagoon,70.5225,-149.3251,132,-21.50,12.07, 4.03
ARFL247,Arctic Flounder,2018-07-27,central,Simpson Lagoon,70.5225,-149.3251,230,-21.17,13.00, 3.80
ARFL248,Arctic Flounder,2018-07-27,central,Simpson Lagoon,70.5275,-149.3433,127,-21.23,12.66, 4.10
ARFL249,Arctic Flounder,2018-07-27,central,Simpson Lagoon,70.5275,-149.3433,170,-21.02,12.90, 3.88
ARFL250,Arctic Flounder,2017-08-05,eastern,Jago Lagoon,70.0871,-143.4769,61,-18.83,10.40, 4.28
ARFL251,Arctic Flounder,2017-08-06,eastern,Kaktovik Lagoon,70.0998,-143.5795,64,-20.03,11.23, 4.19
ARFL252,Arctic Flounder,2018-07-26,central,Simpson Lagoon,70.5156,-149.4676,88,-19.33,12.02, 3.81
ARFL253,Arctic Flounder,2018-07-26,central,Simpson Lagoon,70.5156,-149.4676,95,-20.76,12.85, 3.85
ARFL258,Arctic Flounder,2019-07-22,central,Simpson Lagoon,70.4986,-149.5987,148,-21.43,12.66, 3.86
ARFL266,Arctic Flounder,2019-07-23,central,Simpson Lagoon,70.4986,-149.5987,167,-21.36,13.31, 3.82
ARFL268,Arctic Flounder,2019-07-23,central,Simpson Lagoon,70.4986,-149.5987,216,-21.16,13.57, 3.81
ARFL272,Arctic Flounder,2019-07-23,central,Simpson Lagoon,70.5156,-149.4676,110,-20.55,13.35, 3.83
ARFL285,Arctic Flounder,2019-07-31,central,Stefansson Sound,70.2767,-147.7777,169,-21.87,11.66, 3.74
ARFL287,Arctic Flounder,2019-07-31,central,Stefansson Sound,70.2767,-147.7777,106,-20.75, 9.69, 3.87
ARFL289,Arctic Flounder,2019-07-30,central,Stefansson Sound,70.2767,-147.7777,136,-21.25,13.11, 3.79
ARFL291,Arctic Flounder,2019-07-30,central,Stefansson Sound,70.2767,-147.7777,117,-20.81,13.38, 3.81
ARFL293,Arctic Flounder,2019-07-31,central,Stefansson Sound,70.2929,-147.7982,185,-20.93,11.44, 3.05
ARFL300,Arctic Flounder,2019-07-22,central,Simpson Lagoon,70.5156,-149.4676,174,-21.62,10.93, 3.83
ARFL303,Arctic Flounder,2019-08-13,eastern,Kaktovik Lagoon,70.0907,-143.6593,117,-20.36,12.05, 3.82
ARFL309,Arctic Flounder,2019-08-13,eastern,Jago Lagoon,70.0918,-143.3705,170,-19.43,10.87, 3.03
ARFL310,Arctic Flounder,2019-08-13,eastern,Jago Lagoon,70.0918,-143.3705,120,-20.09,11.22, 3.29
ARFL312,Arctic Flounder,2019-08-13,eastern,Jago Lagoon,70.0918,-143.3705,210,-19.44,12.32, 4.03
ARFL315,Arctic Flounder,2019-08-13,eastern,Kaktovik Lagoon,70.1098,-143.5167,136,-19.27,12.98, 4.01
ARFL319,Arctic Flounder,2019-08-13,eastern,Kaktovik Lagoon,70.1098,-143.5167,214,-18.04,13.44, 4.97
ARFL320,Arctic Flounder,2019-08-13,eastern,Kaktovik Lagoon,70.1098,-143.5167,188,-19.24,13.08, 3.20
ARFL323,Arctic Flounder,2019-08-13,eastern,Kaktovik Lagoon,70.1098,-143.5167,205,-21.44,10.76, 3.23
ARFL325,Arctic Flounder,2019-08-13,eastern,Jago Lagoon,70.0870,-143.4750,159,-19.92,11.90, 3.47
ARFL326,Arctic Flounder,2019-08-13,eastern,Jago Lagoon,70.0870,-143.4750,209,-19.29,13.43, 3.70
BRWH001,Broad Whitefish,2018-07-22,central,Stefansson Sound,70.2929,-147.7982,143,-23.64, 7.72, 4.04
BRWH004,Broad Whitefish,2018-07-22,central,Stefansson Sound,70.2929,-147.7982,132,-21.88, 8.37, 3.88
BRWH012,Broad Whitefish,2018-07-26,central,Simpson Lagoon,70.5156,-149.4676,264,-20.35,10.68, 3.85
BRWH013,Broad Whitefish,2018-07-26,central,Simpson Lagoon,70.5156,-149.4676,264,-21.63, 9.36, 3.83
BRWH019,Broad Whitefish,2018-07-26,central,Simpson Lagoon,70.5156,-149.4676,135,-24.45,10.70, 3.90
BRWH023,Broad Whitefish,2018-07-26,central,Simpson Lagoon,70.5156,-149.4676,162,-22.63,10.00, 3.92
BRWH024,Broad Whitefish,2018-07-26,central,Simpson Lagoon,70.5156,-149.4676,143,-22.99, 8.27, 3.80
BRWH027,Broad Whitefish,2018-07-26,central,Simpson Lagoon,70.5024,-149.3266,152,-22.60,10.08, 3.88
BRWH031,Broad Whitefish,2018-07-22,central,Stefansson Sound,70.2767,-147.7777,97,-23.83,11.28, 4.27
BRWH033,Broad Whitefish,2018-07-22,central,Stefansson Sound,70.2767,-147.7777,269,-22.51, 8.64, 3.80
BRWH034,Broad Whitefish,2018-07-22,central,Stefansson Sound,70.2767,-147.7777,268,-22.08, 9.89, 3.71
BRWH039,Broad Whitefish,2018-07-23,central,Stefansson Sound,70.2767,-147.7777,292,-23.21, 8.65, 3.97
BRWH041,Broad Whitefish,2018-07-23,central,Stefansson Sound,70.2929,-147.7982,311,-23.70, 9.34, 3.83
BRWH044,Broad Whitefish,2018-07-23,central,Stefansson Sound,70.2929,-147.7982,155,-22.85, 8.75, 3.79
BRWH047,Broad Whitefish,2018-07-26,central,Simpson Lagoon,70.5024,-149.3266,305,-22.06, 9.50, 4.77
BRWH056,Broad Whitefish,2018-07-26,central,Simpson Lagoon,70.5156,-149.4676,383,-21.46,12.09, 3.94
BRWH059,Broad Whitefish,2018-07-26,central,Simpson Lagoon,70.5156,-149.4676,282,-22.48, 9.67, 3.69
BRWH063,Broad Whitefish,2018-07-21,central,Stefansson Sound,70.2767,-147.7777,310,-21.82,10.37, 3.73
BRWH065,Broad Whitefish,2018-07-21,central,Stefansson Sound,70.2767,-147.7777,359,-24.39, 8.97, 3.75
BRWH069,Broad Whitefish,2018-08-13,eastern,Jago Lagoon,70.0918,-143.3705,334,-22.54, 9.68, 3.93
BRWH070,Broad Whitefish,2018-08-13,eastern,Jago Lagoon,70.0918,-143.3705,322,-21.58, 8.73, 3.95
BRWH071,Broad Whitefish,2018-08-12,eastern,Jago Lagoon,70.0918,-143.3705,329,-21.88, 9.38, 3.84
BRWH072,Broad Whitefish,2018-08-12,eastern,Jago Lagoon,70.0918,-143.3705,362,-23.01,10.20, 3.93
BRWH073,Broad Whitefish,2018-08-11,eastern,Jago Lagoon,70.0870,-143.4750,314,-21.54,10.61, 3.84
BRWH079,Broad Whitefish,2018-07-26,central,Simpson Lagoon,70.5024,-149.3266,178,-23.00,10.37, 3.67
BRWH091,Broad Whitefish,2019-07-30,central,Stefansson Sound,70.2929,-147.7982,230,-22.40, 9.27, 3.86
BRWH102,Broad Whitefish,2019-08-13,eastern,Jago Lagoon,70.0918,-143.3705,351,-23.35, 9.33, 4.31
BRWH103,Broad Whitefish,2019-08-13,eastern,Jago Lagoon,70.0918,-143.3705,327,-23.29, 9.21, 3.68
BRWH105,Broad Whitefish,2019-08-13,eastern,Jago Lagoon,70.0918,-143.3705,351,-22.36,10.13, 3.85
BRWH106,Broad Whitefish,2019-08-13,eastern,Jago Lagoon,70.0918,-143.3705,346,-23.42, 9.49, 3.99
BRWH107,Broad Whitefish,2019-07-31,central,Stefansson Sound,70.2929,-147.7982,187,-22.77, 8.82, 3.86
BRWH108,Broad Whitefish,2019-07-31,central,Stefansson Sound,70.2929,-147.7982,318,-23.13, 9.84, 3.89
BRWH110,Broad Whitefish,2019-07-31,central,Stefansson Sound,70.2929,-147.7982,227,-22.03, 9.78, 4.24
BRWH111,Broad Whitefish,2019-07-31,central,Stefansson Sound,70.2929,-147.7982,450,-26.42, 9.45, 4.03
BRWH127,Broad Whitefish,2019-07-28,central,Simpson Lagoon,70.4986,-149.5987,268,-25.03,10.37, 3.79
BRWH138,Broad Whitefish,2019-07-23,central,Simpson Lagoon,70.5156,-149.4676,140,-21.87, 9.85, 3.82
BRWH143,Broad Whitefish,2019-07-28,central,Simpson Lagoon,70.4986,-149.5987,177,-20.02,10.72, 4.06
BRWH144,Broad Whitefish,2019-08-13,eastern,Jago Lagoon,70.0870,-143.4750,314,-21.89,10.08, 3.92
BRWH145,Broad Whitefish,2019-07-22,central,Simpson Lagoon,70.5156,-149.4676,NA,-26.50, 9.33, 4.46
BRWH148,Broad Whitefish,2019-07-23,central,Simpson Lagoon,70.4986,-149.5987,504,-24.67, 7.77, 3.68
CHSA001,Chum Salmon,2017-08-05,eastern,Jago Lagoon,70.0870,-143.4750,585,-21.39,10.91, 4.06
CHSA002,Chum Salmon,2017-08-07,eastern,Kaktovik Lagoon,70.0907,-143.6593,585,-22.21, 9.46, 3.93
CHSA003,Chum Salmon,2019-08-13,eastern,Kaktovik Lagoon,70.0907,-143.6593,598,-21.02,12.15, 4.03
DOVA001,Dolly Varden,2018-07-21,central,Stefansson Sound,70.2767,-147.7777,139,-27.36, 8.48, 3.78
DOVA002,Dolly Varden,2018-07-21,central,Stefansson Sound,70.2767,-147.7777,145,-26.41, 9.48, 3.88
DOVA003,Dolly Varden,2018-07-21,central,Stefansson Sound,70.2767,-147.7777,142,-26.39, 9.20, 3.81
DOVA004,Dolly Varden,2018-07-21,central,Stefansson Sound,70.2767,-147.7777,162,-30.97, 8.86, 3.75
DOVA005,Dolly Varden,2018-07-22,central,Stefansson Sound,70.2767,-147.7777,125,-29.91, 6.78, 3.83
DOVA006,Dolly Varden,2018-07-22,central,Stefansson Sound,70.2767,-147.7777,161,-28.48, 8.20, 3.77
DOVA007,Dolly Varden,2018-07-22,central,Stefansson Sound,70.2767,-147.7777,146,-25.25, 8.97, 3.83
DOVA008,Dolly Varden,2018-07-21,central,Stefansson Sound,70.2767,-147.7777,171,-32.58, 9.06, 3.83
